quote,character
"""Then,"" I said, ""what do you deduce?""",hastings
"“No, electric light—nothing else.”",hastings
"""Oh! from Theresa? Yes?""",hastings
"""“Not exactly,”",hastings
"“In that case,”",hastings
"yes. Oh, of course.""",hastings
"“Not with the eyes of the body, perhaps; but with the eyes of the mind, yes.”",hastings
“Why do you think he flung all those facts at our head in that cynical way? Just for amusement?”,hastings
Was it like her illness of two years before?,hastings
"I’ve not time, I’m afraid, for conventional attitudes. I fell in love with Barbara—she was a very pretty girl—married her and fell out of love with her again in about a year. I don’t think it lasted even as long as that with her. I was a disappointment to her, of course. She thought she could influence me. She couldn’t. I’m a selfish, pigheaded sort of brute, and I do what I want to do.",hastings
"""Poirot,"" You don't think that possibly—no, that would be too much of a coincidence.""",hastings
"Well, you mustn’t be depressed, old cock",hastings
"""Yet her hatred of Inglethorp seems almost a mania. My idea was—a very ridiculous one, no doubt—that she had intended to poison him—and that, in some way, Mrs. Inglethorp got hold of it by mistake. But I don’t at all see how it could have been done. The whole thing is absurd and ridiculous to the last degree.”",hastings
"""Perhaps I could have a few minutes’ private conversation?""",hastings
I accordingly took a sample of that cocoa and sent it to be analysed.,hastings
having refused to go to bed.,hastings
"you did not even hear her speak. And incredibly, even the next morning, you still thought it was Judith. You rejoiced because she had 'changed her mind.'",hastings
"""Ah! Sapristi! But it is miracles you ask from me. No—say no more. Let us instead see what is in this letter.""",hastings
In the days that followed I found Poirot curiously disinclined to discuss the case.,hastings
"he probably would speak, but I do not want it to come to that. I must make him see the gravity of his position. There is, of course, something discreditable behind his silence. If he did not murder his wife, he is, nevertheless, a scoundrel, and has something of his own to conceal, quite apart from the murder.”",hastings
"""Well—you saw for yourself. Why ask me?""",hastings
"“Go on with you, moosior”",hastings
“Eh? What’s that?”,hastings
"“Curious,”",hastings
Was that the case with your cousin and her husband?,hastings
"“Thanks. Do you know, I think I will. Five o’clock?”",hastings
"“I’m trusting you now, M. Poirot. I’m going to give you the absolute truth. Don is, as I say, a very quiet person—a bottled-up person, if you know what I mean. He can’t always express what he feels in words. But underneath it all he minds things terribly. And he’s got a jealous nature. He was always jealous of Betty. He was devoted to her—and of course she was very fond of him, but it wasn’t in Betty to be fond of one person and not notice anybody else. She wasn’t made that way. She’d got a—well, an eye for any nice-looking man who’d pass the time of day with her. And of course, working in the Ginger Cat, she was always running up against men—especially in the summer holidays. She was always very pat with her tongue and if they chaffed her she’d chaff back again. And then perhaps she’d meet them and go to the pictures or something like that. Nothing serious—never anything of that kind—but she just liked her fun. She used to say that as she’d got to settle down with Don one day she might as well have her fun now while she could.”",hastings
“There isn’t—there really isn’t.”,hastings
"""And a semidetached with small conservatory. I could give you particulars of that.”",hastings
"""“It might have been better,”",hastings
"indeed it is,"" I assented eagerly.",hastings
“Then why did she not destroy the letter? Why keep it over two months and post it now?”,hastings
"""Well,” I conceded. “I don’t suppose you would really commit perjury.""",hastings
it is pleasant.”,hastings
Surely her companion—Miss Lawson was her companion was she not—could have dissuaded her from rich dishes?,hastings
“You mean—”,hastings
"“Rouge, impair, manque!—you win, M. Poirot! But it was worth trying!”",hastings
“I—don’t know.”,hastings
"” said Poirot, “I like to inquire into everything. Hercule Poirot is a good dog. The good dog follows the scent, and if, regrettably, there is no scent to follow, he noses around—seeking always something that is not very nice. So also, does Hercule Poirot. And often—Oh! so often—does he find it!”",hastings
Of course—that’s it!,hastings
"“Yes, mon ami. The camera does not lie. One can magnify a photograph, seize salient points that otherwise would remain unnoticed. And then there are a thousand details—such as the structure of the ears, which no one could ever describe to you in words. Oh, yes, it is a great chance, this, which has come our way! That is why I propose to take precautions.”",hastings
"""You mean—?""",hastings
""",everything is far-fetched that comes not from your own imagination; for me, I agree with this gentleman. But continue, I pray, monsieur.",hastings
"Possibly. But some people, under a nervous and self-effacing manner, conceal a great deal of vanity and self-satisfaction.",hastings
"""We turned and retraced our steps, our canine acquaintance sending a few disgusted barks after us.”",hastings
"""A twin,""",hastings
"""Du tout. Disabuse your mind of that idea,""",hastings
“How?”,hastings
“And then I met John Cavendish.”,hastings
"""Well, I don’t want to.""",hastings
