number,character,quote
180,sh,"They are coiners on a large scale, and
     have used the machine to form the amalgam which has taken the place
     of silver."
181,sh,"Well, in the name of the force I thank you. It seems a clear case,
     as you put it, and there can't be much difficulty over the bodies."
182,hp,"Isn’t that pretty obvious? An alphabetical complex. Isn’t that what you called it, doctor?"
183,mm,You mean Emlyn Price and Joanna might have rolled over that boulder?
184,hp,"I—I wanted her dead—and she is dead…And, what is worse…she died—just like I said."
185,sh,"No fence wants stuff of that sort that you can neither melt
     nor sell."
186,mm,"She has, at least, a sense of humour."
187,mm,"The people who left in the coach. Presumably you’re not interested in them, since you’ve let them go off and you’re staying here."
188,sh,"I heard him say at last in a dry,
     rasping tone."
189,mm,"for—well, for testing. Not a very pleasant subject. We won’t dwell on it. I have done a little nursing myself."
190,hp,"Take James here—weak as water, if I weren’t
about to look after him."
191,mm,It was actually committed at seven or a few minutes after. When the police surgeon examined the body it would be about half past seven at the earliest. He couldn’t possibly tell.
192,mm,"Yes, she went inside and waited. Presently Mr. Redding came along the lane from the village. He came to the Vicarage gate, looked all round—"
193,hp,"And for you love would have been enough, but not for him."
194,sh,"If the cycle of nine days holds good then we shall have the
     professor at his worst to-night,"
195,hp,I think you might perhaps do good work in Andover. Try the children.
196,mm,"He runs the Time and Motion Branch. He is,"
197,hp,That is what I never cease to ask myself.
198,sh,"Mrs. Lyons had resumed her seat. Her hands were grasping the arms of
     her chair, and I saw that the pink nails had turned white with the
     pressure of her grip."
199,mm,You did not ring up Mr. Spenlow at two thirty?
200,mm,"Is Inch here? Ah yes. Good morning, Edward,"
201,hp,You think Major Blunt has something to conceal also?
202,hp,"to the information for which I am
asking. If any one can give us an idea of the actual sums paid, you are
the man, monsieur."
203,sh,"Your case is an exceedingly
     remarkable one, and I shall be happy to look into it. From what you
     have told me I think that it is possible that graver issues hang from
     it than might at first sight appear."
204,sh,"I should say that he has been dead about three hours, judging by the
     rigidity of the muscles,"
205,sh,"He heard from
     his London correspondent to-day. There was a letter and there was a
     small packet, each with the cross under the stamp which warned me not
     to touch them. There has been nothing else."
206,hp,And love? Eh? And love? But you do not know—she may have been married for her money!
207,mm,It’s difficult to know what to think. I can’t see any reason for Lawrence behaving like a perfect idiot.
208,hp,"I see our minds have both worked the same way. Blatt used to go sailing in that boat of his. Sometimes he’d invite people to go with him, but most of the time he went out alone. He had some rather conspicuous red sails on that boat, but we’ve found that he had some white sails as well stowed away. I think he sailed out on a good day to an appointed spot, and was met by another boat—sailing boat or motor yacht—something of the kind and the stuff was handed over. Then Blatt would run ashore into Pixy Cove at a suitable time of day—"
209,hp,"What I’m going to say now is quite true, Monsieur Poirot. Even though Linnet is dead, it doesn’t alter the truth. That’s why I’m not really sorry about her, even now. She went all out to get Simon away from me. That’s the absolute truth! I don’t think she even hesitated for more than about a minute. I was her friend, but she didn’t care. She just went bald-headed for Simon….

“And Simon didn’t care a damn about her! I talked a lot to you about glamour, but of course that wasn’t true. He didn’t want Linnet. He thought her good-looking but terribly bossy, and he hated bossy women! The whole thing embarrassed him frightfully. But he did like the thought of her money.

“Of course I saw that…and at last I suggested to him that it might be a good thing if he—got rid of me and married Linnet. But he scouted the idea. He said, money or no money, it would be hell to be married to her. He said his idea of having money was to have it himself—not to have a rich wife holding the purse strings. ‘I’d be a kind of damned Prince Consort,’ he said to me. He said, too, that he didn’t want anyone but me….

“I think I know when the idea came into his head. He said one day: ‘If I’d any luck, I’d marry her and she’d die in about a year and leave me all the boodle.’ And then a queer startled look came into his eyes. That was when he first thought of it….

“He talked about it a good deal, one way and another—about how convenient it would be if Linnet died. I said it was an awful idea, and then he shut up about it. Then, one day, I found him reading up all about arsenic. I taxed him with it then, and he laughed and said: ‘Nothing venture, nothing have! It’s about the only time in my life I shall be near to touching a far lot of money.’

“After a bit I saw that he’d made up his mind. And I was terrified—simply terrified. Because, you see, I realized that he’d never pull it off. He’s so childishly simple. He’d have no kind of subtlety about it—and he’s got no imagination. He would probably have just bunged arsenic into her and assumed the doctor would say she’d died of gastritis. He always thought things would go right.

“So I had to come into it, too, to look after him…."
