no.,character,quote
219,holmes,"Ive a bill against her for a nearly a
     hundred pounds, and nothing to show for it but a couple of trumpery
     pendants that the dealer would hardly look at. She attached herself
     to Mrs. Peters and me at Baden--it is a fact that I was using another
     name at the time--and she stuck on to us until we came to London. I
     paid her bill and her ticket. Once in London, she gave us the slip,
     and, as I say, left these out-of-date jewels to pay her bills. You
     find her, Mr."
220,holmes,He asked me to show you up at once when you came.
221,holmes,"I beg, Sir Henry, that you will not go about
     alone. Some great misfortune will befall you if you do. Did you get
     your other boot?"
222,holmes,"you have formed your opinion! Come, now, we shall see who agrees with you. I say it is south, for
     the country is more deserted there."
223,holmes,"No; but I am acting for him. You can tell me any message you have
     for him."
224,holmes,"You dont look quite the man you did when I threw you over the ropes
     into the crowd at the Old Deer Park. I expect I have changed a bit
     also. But its this last day or two that has aged me. I see by your
     telegram, Mr."
225,holmes,"you have had your revenge upon them. There can be no question that it was your oil-lamp which, when it was
     crushed in the press, set fire to the wooden walls, though no doubt
     they were too excited in the chase after you to observe it at the
     time. Now keep your eyes open in this crowd for your friends of last
     night, though I very much fear that they are a good hundred miles off
     by now."
226,holmes,"I am sure I am very much
     obliged to you for coming round. No one ever needed your advice more
     than I do. I suppose that Dr. Trevelyan has told you of this most
     unwarrantable intrusion into my rooms."
227,holmes,"Nothing. Stangerson had Drebbers purse in his pocket, but it seems
     that this was usual, as he did all the paying. There was eighty odd
     pounds in it, but nothing had been taken. Whatever the motives of
     these extraordinary crimes, robbery is certainly not one of them. There were no papers or memoranda in the murdered mans pocket,
     except a single telegram, dated from Cleveland about a month ago, and
     containing the words, J. H. is in Europe. There was no name
     appended to this message."
228,holmes,"Well, I couldnt be sure of that, but I dare say my fare knew all
     about it. We pulled up half-way down the street and waited an hour
     and a half. Then the two gentlemen passed us, walking, and we
     followed down Baker Street and along--"
229,holmes,"The envelope too, please. Postmark,
     London, S.W. Date, July 7. Hum! Mans thumb-mark on corner,--probably
     postman. Best quality paper. Envelopes at sixpence a packet. Particular man in his stationery. No address. Be at the third pillar
     from the left outside the Lyceum Theatre to-night at seven oclock. If you are distrustful, bring two friends. You are a wronged woman,
     and shall have justice. Do not bring police. If you do, all will be
     in vain. Your unknown friend. Well, really, this is a very pretty
     little mystery. What do you intend to do, Miss Morstan?"
230,holmes,"She pulled a little handkerchief out of her
     muff and began to sob heavily into it."
231,holmes,"A good cyclist does not need
     a high road. The moor is intersected with paths and the moon was at
     the full. Halloa! what is this?"
232,holmes,"It wont be so damn fine
     if I have to trim you up a bit. Ive handled your kind before now,
     and they didnt look fine when I was through with them."
233,holmes,"The nobleman swung his glasses a little faster and stared down into
     the fire."
234,holmes,I believe you are the devil himself.
235,holmes,"There were footfalls outside, the door opened, and Inspector Morton
     appeared."
236,holmes,"He gave an exclamation; that was all. I waited but he never
     returned. Then I walked home. Next morning, after the office opened,
     they came to inquire. About twelve oclock we heard the terrible
     news. Oh, Mr. It was
     so much to him."
237,holmes,"it
     is of course a conceivable theory that this William Kirwan--though he
     had the reputation of being an honest man, may have been in league
     with the thief. He may have met him there, may even have helped him
     to break in the door, and then they may have fallen out between
     themselves."
238,holmes,"Very good, Mrs. Merrilow. I
     should like to have a little chat with Dr. Watson. That will carry us
     till lunch-time. About three oclock you may expect to see us at your
     house in Brixton."
