number,character,quote
158,sh,"We had reached our house in Baker Street while we had been talking. 
     Holmes ascended the stair first, and as he opened the door of our
     room he gave a start of surprise.  Looking over his shoulder, I was
     equally astonished.  His brother Mycroft was sitting smoking in the
     arm-chair."
159,mm,"Oh yes. Well, if I did, I shouldn’t be at all satisfied to trust to fright. I know one reads of people dying of it, but it seems a very uncertain sort of thing, and the most nervous people are far more brave than one really thinks they are. I should like something definite and certain, and make a thoroughly good plan about it."
160,sh,"No, he was averse to it also. No one but Mr. McCarthy was in favour
     of it."
161,mm,That’s the point of the telephone call. Kind of alibi. Knew we’d connect it with the first one. I’m going to look into this. She may have bribed some village lad to do the phoning for her. He’d never think of connecting it with the murder.
162,sh,"I went home to Saxe-Coburg Square, and I took the advice of my
     assistant. But he could not help me in any way. He could only say
     that if I waited I should hear by post. But that was not quite good
     enough, Mr. Holmes. I did not wish to lose such a place without a
     struggle, so, as I had heard that you were good enough to give advice
     to poor folk who were in need of it, I came right away to you."
163,sh,"I have so deep a respect for the extraordinary qualities of Holmes
     that I have always deferred to his wishes, even when I least
     understood them. But now all my professional instincts were aroused.
     Let him be my master elsewhere, I at least was his in a sick room."
164,sh,"That is
     very fortunate, as I have one or two matters of importance to look
     into just at present. Your Majesty will, of course, stay in London
     for the present?"
165,mm,"You must go on believing as you do,"
166,hp,"That’s the jargon that’s talked nowadays. In my day if a man was mad he was mad and we didn’t look about for scientific terms to soften it down. I suppose a thoroughly up-to-date doctor would suggest putting a man like A B C in a nursing home, telling him what a fine fellow he was for forty-five days on end and then letting him out as a responsible member of society."
167,hp,I’ll never forget this trip as long as I live. Three deaths…It’s just like living in a nightmare.
168,sh,"I trust that you are as comfortable as circumstances permit,"
169,hp,You think she had something to do with the murder?
170,mm,Very curious indeed. But the note seems to me even more curious still. I mean—
171,sh,"What is it worth? What have
     I done? It is my ruin forever!"
172,sh,"said he, putting a new wedding-ring upon the top of the
     pile."
173,sh,"And yet the next day brought us no nearer to the solution of the
     mystery. A note was handed in after breakfast, which Holmes passed
     across to me with a smile.

     Sir [it ran]:
     I can assure you that you are wasting your time in dogging my
     movements. I have, as you discovered last night, a window at the back
     of my brougham, and if you desire a twenty-mile ride which will lead
     you to the spot from which you started, you have only to follow me.
     Meanwhile, I can inform you that no spying upon me can in any way
     help Mr. Godfrey Staunton, and I am convinced that the best service
     you can do to that gentleman is to return at once to London and to
     report to your employer that you are unable to trace him. Your time
     in Cambridge will certainly be wasted.
     Yours faithfully,
     Leslie Armstrong."
174,hp,"There was nothing, Monsieur. Nothing, I am positive of it."
175,mm,"perhaps she wasn’t so far wrong. And mind you, a nurse often knows. She can’t say—she’s got no proof—but she knows."
176,hp,I don’t know at all. Which of them was it?
177,hp,"We’ve found a man who went in and bought some tobacco at 5:30. And a second man went in and found the shop empty, as he thought, at five minutes past six. That puts the time at between 5:30 and 6:5. So far I haven’t been able to find anyone who saw this man Ascher in the neighbourhood, but, of course, it’s early as yet. He was in the Three Crowns at nine o’clock pretty far gone in drink. When we get hold of him he’ll be detained on suspicion."
